subject,type,content,optionA,optionB,optionC,optionD,answer,analysis,difficulty,knowledgePoint,score,createdBy,createdTime
线性代数,单选题,"行列式互换两行，行列式值（）","不变","变号","变为0","乘以2",B,"行列式性质：两行互换，行列式反号",简单,行列式性质,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"行列式两行成比例，则行列式等于（）","1","-1","0","无法判定",C,"两行成比例，行列式值为0",简单,行列式性质,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"行列式某一行全部乘以常数k，行列式（）","不变","乘以k","除以k","变号",B,"数乘单行，行列式整体乘以k",简单,行列式性质,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"范德蒙德行列式不为零的条件是（）","元素互不相等","元素全部非零","元素全部正数","主对角线非零",A,"范德蒙德行列式≠0 ⇔ 底元素互不相同",困难,范德蒙德行列式,4,1,"2026-07-15 10:00:00"
线性代数,单选题,"矩阵乘法AB有意义要求满足（）","A行数=B行数","A列数=B行数","A列数=B列数","A行数=B列数",B,"矩阵相乘条件：左边列数=右边行数",简单,矩阵乘法条件,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"A是2×3矩阵，B是3×4矩阵，则AB矩阵维度为（）","2×4","3×3","2×3","3×4",A,"m×s矩阵乘s×n矩阵结果m×n",简单,矩阵乘积维度,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"一般情况下矩阵乘法是否满足交换律？（）","满足","不满足","方阵满足","对称矩阵满足",B,"绝大多数AB≠BA，矩阵乘法无交换律",简单,矩阵乘法性质,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"向量组等价定义：两个向量组可以互相（）","线性表示","正交","标准化","对角化",A,"向量组等价 ⇔ 可以互相线性表示",简单,向量组等价,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"等价向量组具有相同的（）","向量个数","秩","模长","内积",B,"等价向量组秩相等；秩相等不一定等价",中等,等价向量组性质,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"若三阶方阵A秩r(A)=2，则Ax=0基础解系向量数量（）","1","2","3","0",A,"n-r=3-2=1",中等,基础解系计算,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"n维线性空间维数等于（）","向量长度","一组基所含向量个数","方程组未知数","矩阵行数",B,"线性空间维数=基向量个数",简单,线性空间维数,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"由有限向量生成空间，生成元极大无关组就是一组（）","特征向量","基","正交向量","单位向量",B,"极大无关组作为生成空间的一组基",中等,线性空间的基,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"过渡矩阵用于联系两组不同（）","特征值","基","方程组","矩阵",B,"过渡矩阵：同一空间两组基之间转换矩阵",中等,过渡矩阵定义,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"实二次型正定矩阵各阶顺序主子式全部（）","大于0","小于0","等于0","正负交替",A,"霍尔维茨定理：正定 ⇔ 所有顺序主子式>0",困难,霍尔维茨定理,4,1,"2026-07-15 10:00:00"
线性代数,单选题,"负定二次型矩阵奇数阶顺序主子式（）",">0","<0","=0","无要求",B,"负定：奇阶主子式<0，偶阶>0",困难,负定二次型判定,4,1,"2026-07-15 10:00:00"
线性代数,单选题,"若|A|=0，则A特征值必定存在（）","0","1","2","-1",A,"行列式等于特征值乘积，行列式为0必有特征值0",中等,奇异矩阵特征值,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"特征向量不能属于（）","同一个特征值","两个不同特征值","实数特征值","复数特征值",B,"一个特征向量只能对应唯一特征值",中等,特征向量性质,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"属于同一特征值的若干特征向量线性组合仍是（）","特征向量","零向量","正交向量","单位向量",A,"同一特征值特征向量线性组合依旧是该特征值特征向量",中等,特征向量组合性质,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"矩阵$A=\begin{pmatrix}2&0\\0&3\end{pmatrix}$特征值为（）","2,3","5,0","6,0","2,-3",A,"对角矩阵特征值就是对角线元素",简单,对角矩阵特征值,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"矩阵相似对角化目标是找到可逆P使得$P^{-1}AP$为（）","零矩阵","对角矩阵","单位矩阵","对称矩阵",B,"相似对角化定义",简单,对角化目标,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"实对称矩阵一定可以通过正交矩阵实现（）","合同对角化","相似对角化","正交对角化","以上全部",D,"实对称矩阵可正交相似对角化",中等,实对称矩阵对角化,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"初等行变换化成行最简形，首非零元满足（）","首元全为1，首元列其余元素0","首元任意","对角线全1","下三角结构",A,"行最简形标准定义",简单,行最简形矩阵,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"矩阵$A=\begin{pmatrix}1&2\\2&4\end{pmatrix}$秩等于（）","0","1","2","3",B,"两行成比例，最高非零子式1阶",简单,求矩阵的秩,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"向量组$\alpha_1=(1,0),\alpha_2=(0,1),\alpha_3=(1,1)$，秩等于（）","1","2","3","0",B,"二维空间最多两个线性无关向量，秩为2",中等,向量组求秩,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"非齐次方程组通解 = 齐次方程组通解 + 非齐次方程组（）","特解","基础解系","零解","任意解",A,"线性方程组解结构定理",简单,方程组通解结构,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"齐次线性方程组一定存在（）","非零解","零解","无穷解","唯一解",B,"x=(0,0,...,0)永远满足Ax=0",简单,齐次方程组零解,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"n阶方阵|A|=5，则$|A^T|=$（）","5","1/5","25","0",A,"行列式转置值不变$|A^T|=|A|$",简单,行列式转置性质,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"设A可逆，$|A^{-1}|=$（）","|A|","1/|A|","0","1",B,"逆矩阵行列式等于原行列式倒数",简单,逆矩阵行列式,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"A,B为n阶方阵，则|AB|=（）","|A|+|B|","|A||B|","AB","BA",B,"方阵乘积行列式等于行列式乘积",简单,行列式乘法公式,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"若矩阵A经过初等变换得到B，则（）","A与B相等","A与B等价","A与B相似","A与B合同",B,"初等变换得到等价矩阵",简单,矩阵等价定义,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"两个矩阵相似，不一定成立的是（）","秩相等","行列式相等","特征值相同","矩阵相等",D,"相似矩阵不一定相等",中等,相似矩阵性质辨析,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"二次型$f(x_1,x_2)=x_1^2+2x_2^2$正惯性指数为（）","0","1","2","3",C,"两个平方项系数均为正数，正惯性指数2",简单,惯性指数判定,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"若二次型标准形系数有正有负，则二次型为（）","正定","负定","不定","半正定",C,"有正有负惯性指数属于不定二次型",简单,二次型分类,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"向量$\alpha=(1,0,-1)$，单位化后向量为（）","$\dfrac{1}{\sqrt{2}}(1,0,-1)$","$(1,0,-1)$","$(0.5,0,-0.5)$","$(1,1,-1)$",A,"模长$\sqrt{1^2+0+(-1)^2}=\sqrt{2}$，向量除以模长",中等,向量单位化,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"下列矩阵是正交矩阵的是（）","$\begin{pmatrix}1&0\\0&-1\end{pmatrix}$","$\begin{pmatrix}1&1\\0&1\end{pmatrix}$","$\begin{pmatrix}1&2\\3&4\end{pmatrix}$","零矩阵",A,"验证$A^TA=E$满足正交矩阵条件",中等,正交矩阵检验,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"克莱姆法则适用方程组满足条件（）","系数矩阵方阵且行列式≠0","任意方程组","齐次方程组","秩小于未知数",A,"克莱姆法则：n阶方阵，|A|≠0才有唯一解",简单,克莱姆法则条件,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"克莱姆法则中未知量$x_j=$（）","$|A_j|/|A|$","$|A|/|A_j|$","$|A_j|$","$|A|$",A,$A_j$代表把A第j列替换常数项向量",简单,克莱姆公式,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"若向量组线性无关，则任意部分向量组一定（）","线性无关","线性相关","正交","标准化",A,"无关组部分组仍然无关；相关组扩充组依旧相关",中等,相关性部分组性质,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"设3阶方阵A，r(A)=1，则A特征值（）","2个0，一个迹tr(A)","全部为0","全部非零","1个0",A,"秩1矩阵特征值：n-1个0，剩余等于迹",困难,秩1矩阵特征值,4,1,"2026-07-15 10:00:00"
线性代数,单选题,"矩阵$A-E$奇异，说明A有特征值（）","0","1","-1","2",B,"$|A-E|=0 ⇒ |A-1\cdot E|=0$，λ=1",中等,特征方程定义,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"矩阵$A^2=E$，A特征值满足（）","λ=1或λ=-1","λ=1","λ=-1","λ=0",A,$A^2\alpha=\lambda^2\alpha=E\alpha=\alpha ⇒ \lambda^2=1$",中等,矩阵方程特征值约束,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"三维空间任意四个向量必定（）","线性无关","线性相关","正交","可单位化",B,"向量个数>空间维数，向量组线性相关",中等,空间向量相关性,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"两个同维正交向量线性组合能否等于零向量（系数不全为零）（）","可以","不可以","仅单位向量可以","仅二维可以",B,"正交非零向量一定线性无关",困难,正交向量无关性,4,1,"2026-07-15 10:00:00"
线性代数,单选题,"矩阵分块乘法规则要求子块满足（）","对应维度可以相乘","全部方阵","全部可逆","全部零矩阵",A,"分块相乘和普通矩阵乘法规则一致，子块维度匹配",中等,分块乘法条件,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"实对称矩阵A正定，则$A^{-1}$（）","正定","负定","不定","半正定",A,"正定矩阵逆矩阵同样正定",中等,正定矩阵运算性质,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"若A,B正定，则A+B（）","正定","负定","不定","无法判定",A,"正定矩阵之和依旧正定",中等,正定矩阵加法性质,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"正交变换不改变向量（）","模长","坐标","分量","特征值",A,"正交变换保内积、保长度、保夹角",简单,正交变换性质,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"二次型经过可逆线性变换，不变量是（）","系数","惯性指数","秩与惯性指数","变量数量",C,"惯性定理：可逆变换不改变正负惯性指数、秩",中等,惯性定理,3,1,"2026-07-15 10:00:00"
线性代数,单选题,"行列式按行展开定理称为（）","克莱姆定理","拉普拉斯展开","施密特展开","高斯消元",B,"行列式按行/列展开是拉普拉斯定理特例",简单,行列式展开定理,2,1,"2026-07-15 10:00:00"
线性代数,单选题,"代数余子式$A_{ij}$和余子式$M_{ij}$关系（）","$A_{ij}=(-1)^{i+j}M_{ij}$","$A_{ij}=M_{ij}$","$A_{ij}=-M_{ij}$","$A_{ij}=i+j\cdot M_{ij}$",A,"代数余子式符号由i+j奇偶决定",简单,代数余子式定义,2,1,"2026-07-15 10:00:00"
